"Current Assigned Rank","Programme Preference","Programme Type","Programme Title","Programme Description","Unit of Application","Group","Foundation School","Duration","Pattern","Places Available","Placement 1: Year","Placement 1: Employer/Trust","Placement 1: Site","Placement 1: Location","Placement 1: Specialty","Placement 1: Description","Placement 2: Year","Placement 2: Employer/Trust","Placement 2: Site","Placement 2: Location","Placement 2: Specialty","Placement 2: Description","Placement 3: Year","Placement 3: Employer/Trust","Placement 3: Site","Placement 3: Location","Placement 3: Specialty","Placement 3: Description","Placement 4: Year","Placement 4: Employer/Trust","Placement 4: Site","Placement 4: Location","Placement 4: Specialty","Placement 4: Description","Placement 5: Year","Placement 5: Employer/Trust","Placement 5: Site","Placement 5: Location","Placement 5: Specialty","Placement 5: Description","Placement 6: Year","Placement 6: Employer/Trust","Placement 6: Site","Placement 6: Location","Placement 6: Specialty","Placement 6: Description","Placement 7: Year","Placement 7: Employer/Trust","Placement 7: Site","Placement 7: Location","Placement 7: Specialty","Placement 7: Description","Placement 8: Year","Placement 8: Employer/Trust","Placement 8: Site","Placement 8: Location","Placement 8: Specialty","Placement 8: Description","Programme Name","Programme Number","Tags"
"0","23/EAN/RAJ00/F1/007","FP","23/EAN/RAJ00/F1/007","F1 - Geriatric Medicine, General Surgery, Gastroenterology.  F2 - Emergency Medicine, General Psychiatry, General Surgery (Breast).  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Geriatric Medicine","General (Internal) Medicine","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","General Surgery","","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Gastroenterology","","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Emergency Medicine","","F2","ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","Essex","Essex","General Psychiatry","You are expected to take responsibility for any required travel.","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","General Surgery","Breast","","","","","","","","","","","","","","",""
"0","23/EAN/RAJ00/F1/008","FP","23/EAN/RAJ00/F1/008","F1 - General Surgery, Gastroenterology, Geriatric Medicine.  F2 - General Psychiatry, General Surgery (Breast), Emergency Medicine.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","General Surgery","","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Gastroenterology","","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Geriatric Medicine","General (Internal) Medicine","F2","ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","Essex","Essex","General Psychiatry","You are expected to take responsibility for any required travel.","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","General Surgery","Breast","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Emergency Medicine","","","","","","","","","","","","","","","",""
"0","23/EAN/RAJ00/F1/009","FP","23/EAN/RAJ00/F1/009","F1 - Gastroenterology, Geriatric Medicine, General Surgery.  F2 - General Surgery (Breast), Emergency Medicine, General Psychiatry.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Gastroenterology","","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Geriatric Medicine","Genral (Internal) Medicine","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","General Surgery","","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","General Surgery","Breast","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Emergency Medicine","","F2","ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","Essex","Essex","General Psychiatry","You are expected to take responsibility for any required travel.","","","","","","","","","","","","","","",""
"0","23/EAN/RAJ00/F1/010","FP","23/EAN/RAJ00/F1/010","F1 - Endocrinology and Diabetes Mellitus, Geriatric Medicine, General Surgery.  F2 - Acute Internal Medicine, Cardiology, Public Health Medicine.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Endocrinology and Diabetes Mellitus","","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Geriatric Medicine","General (Internal) Medicine","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","General Surgery","","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Acute Internal Medicine","","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Cardiology","","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Public Health Medicine","You are expected to take responsibility for any required travel.","","","","","","","","","","","","","","",""
"0","23/EAN/RAJ00/F1/011","FP","23/EAN/RAJ00/F1/011","F1 - Geriatric Medicine, General Surgery, Endocrinology and Diabetes Mellitus.  F2 - Public Health Medicine, Acute Internal Medicine, Cardiology.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Geriatric Medicine","General (Internal) Medicine","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","General Surgery","","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Endocrinology and Diabetes Mellitus","","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Public Health Medicine","You are expected to take responsibility for any required travel.","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Acute Internal Medicine","","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Cardiology","","","","","","","","","","","","","","","",""
"0","23/EAN/RAJ00/F1/012","FP","23/EAN/RAJ00/F1/012","F1 - General Surgery, Endocrinology and Diabetes Mellitus, Geriatric Medicine.  F2 - Cardiology, Public Health Medicine, Acute Internal Medicine.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","General Surgery","","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Endocrinology and Diabetes Mellitus","","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Geriatric Medicine","General (Internal) Medicine","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Cardiology","","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Public Health Medicine","","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Acute Internal Medicine","","","","","","","","","","","","","","","",""
"0","23/EAN/RAJ00/F1/013","FP","23/EAN/RAJ00/F1/013","F1 - Respiratory Medicine, General Psychiatry (Old Age), General Surgery.  F2 - Geriatric Medicine, General Surgery, Intensive Care Medicine (Cardiology).  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Respiratory Medicine","","F1","ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","Essex","Essex","General Psychiatry","You are expected to take responsibility for any required travel.","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","General Surgery","","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Geriatric Medicine","","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","General Surgery","","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Intensive Care Medicine","Cardiology","","","","","","","","","","","","","","",""
"0","23/EAN/RAJ00/F1/014","FP","23/EAN/RAJ00/F1/014","F1 - General Psychiatry (Old Age), General Surgery, Respiratory Medicine.  F2 - General Surgery, Intensive Care Medicine (Cardiology), Geriatric Medicine.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","Essex","Essex","General Psychiatry","You are expected to take responsibility for any required travel.","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","General Surgery","","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Respiratory Medicine","","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","General Surgery","","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Intensive Care Medicine","Cardiology","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Geriatric Medicine","","","","","","","","","","","","","","","",""
"0","23/EAN/RAJ00/F1/015","FP","23/EAN/RAJ00/F1/015","F1 - General Surgery, Respiratory Medicine, General Psychiatry (Old Age).  F2 - Intensive Care Medicine (Cardiology), Geriatric Medicine, General Surgery.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","General Surgery","","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Respiratory Medicine","","F1","ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","Essex","Essex","General Psychiatry","You are expected to take responsibility for any required travel.","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Intensive Care Medicine","Cardiology","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Geriatric Medicine","","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","General Surgery","","","","","","","","","","","","","","","",""
"0","23/EAN/RAJ00/F1/016","FP","23/EAN/RAJ00/F1/016","F1 - Respiratory Medicine, Urology, General Surgery.  F2 - Stroke Medicine (Neurology), Paediatrics, General Psychiatry.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Respiratory Medicine","","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Urology","","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","General Surgery","","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Stroke Medicine","Stroke & Neuro","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Paediatrics","","F2","ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","Essex","Essex","General Psychiatry","You are expected to take responsibility for any required travel.","","","","","","","","","","","","","","",""
"0","23/EAN/RAJ00/F1/017","FP","23/EAN/RAJ00/F1/017","F1 - Urology, General Surgery, Respiratory Medicine.  F2 - General Psychiatry, Stroke Medicine (Neurology), Paediatrics.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Urology","","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","General Surgery","","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Respiratory Medicine","","F2","ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","Essex","Essex","General Psychiatry","You are expected to take responsibility for any required travel.","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Stroke Medicine","Stroke & Neuro","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Paediatrics","","","","","","","","","","","","","","","",""
"0","23/EAN/RAJ00/F1/018","FP","23/EAN/RAJ00/F1/018","F1 - General Surgery, Respiratory Medicine, Urology.  F2 - Paediatrics, General Psychiatry, Stroke Medicine (Neurology).  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","General Surgery","","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Respiratory Medicine","","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Urology","","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Paediatrics","","F2","ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","Essex","Essex","General Psychiatry","You are expected to take responsibility for any required travel.","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Stroke Medicine","Stroke & Neuro","","","","","","","","","","","","","","",""
"0","23/EAN/RAJ00/F1/019","FP","23/EAN/RAJ00/F1/019","F1 - Respiratory Medicine, General Psychiatry (Adult), Urology.  F2 - Geriatric Medicine, General Practice, Trauma and Orthopaedic Surgery.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Respiratory Medicine","","F1","ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","Essex","Essex","General Psychiatry","You are expected to take responsibility for any required travel.","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Urology","","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Geriatric Medicine","","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","General Practice","","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Trauma and Orthopaedic Surgery","","","","","","","","","","","","","","","",""
"0","23/EAN/RAJ00/F1/020","FP","23/EAN/RAJ00/F1/020","F1 - General Psychiatry (Adult), Urology, Respiratory Medicine.  F2 - General Practice, Trauma and Orthopaedic Surgery, Geriatric Medicine.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","Essex","Essex","General Psychiatry","You are expected to take responsibility for any required travel.","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Urology","","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Respiratory Medicine","","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","General Practice","You are expected to take responsibility for any required travel.","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Trauma and Orthopaedic Surgery","","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Geriatric Medicine","","","","","","","","","","","","","","","",""
"0","23/EAN/RAJ00/F1/021","FP","23/EAN/RAJ00/F1/021","F1 - Urology, Respiratory Medicine, General Psychiatry (Adult).  F2 - Trauma and Orthopaedic Surgery, Geriatric Medicine, General Practice.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Urology","","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Respiratory Medicine","","F1","ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","Essex","Essex","General Psychiatry","You are expected to take responsibility for any required travel.","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Trauma and Orthopaedic Surgery","","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Geriatric Medicine","","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","General Practice","You are expected to take responsibility for any required travel.","","","","","","","","","","","","","","",""
"0","23/EAN/RAJ00/F1/023","FP","23/EAN/RAJ00/F1/023","F1 - Trauma and Orthopaedic Surgery , Geriatic Medicine, General Surgery.  F2 - General Practice, Emergency Medicine, Obstetrics and Gynaecology.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","General Surgery","Trauma & Orthopaedic","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Geriatric Medicine","Genral (Internal) Medicine","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","General Surgery","","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","General Practice","You are expected to take responsibility for any required travel.","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Emergency Medicine","","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Obstetrics and Gynaecology","","","","","","","","","","","","","","","",""
